date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:45:21	98827/98827	---M--	200	added ('OK')	image/jpeg	etag:%221820b-5a802c69afbc0%22	https://preview.colorlib.com/theme/djoz/img/discography/disco-4.jpg	C:/Users/USUARIO/Documents/PROYECTOS/prueba2/preview.colorlib.com/theme/djoz/img/discography/disco-4.jpg	(from https://preview.colorlib.com/theme/djoz/discography.html)
15:45:21	49369/49369	---M--	200	added ('OK')	image/jpeg	etag:%22c0d9-5a802c6b98040%22	https://preview.colorlib.com/theme/djoz/img/discography/disco-5.jpg	C:/Users/USUARIO/Documents/PROYECTOS/prueba2/preview.colorlib.com/theme/djoz/img/discography/disco-5.jpg	(from https://preview.colorlib.com/theme/djoz/discography.html)
15:45:22	86198/86198	---M--	200	added ('OK')	image/jpeg	etag:%22150b6-5a802c6d804c0%22	https://preview.colorlib.com/theme/djoz/img/discography/disco-6.jpg	C:/Users/USUARIO/Documents/PROYECTOS/prueba2/preview.colorlib.com/theme/djoz/img/discography/disco-6.jpg	(from https://preview.colorlib.com/theme/djoz/discography.html)
15:45:22	144452/144452	---M--	200	added ('OK')	image/jpeg	etag:%2223444-5a802c836f880%22	https://preview.colorlib.com/theme/djoz/img/tours/tour-1.jpg	C:/Users/USUARIO/Documents/PROYECTOS/prueba2/preview.colorlib.com/theme/djoz/img/tours/tour-1.jpg	(from https://preview.colorlib.com/theme/djoz/tours.html)
15:45:22	158130/158130	---M--	200	added ('OK')	image/jpeg	etag:%22269b2-5a802c827b640%22	https://preview.colorlib.com/theme/djoz/img/tours/tour-2.jpg	C:/Users/USUARIO/Documents/PROYECTOS/prueba2/preview.colorlib.com/theme/djoz/img/tours/tour-2.jpg	(from https://preview.colorlib.com/theme/djoz/tours.html)
15:45:23	217778/217778	---M--	200	added ('OK')	image/jpeg	etag:%22352b2-5a802c8463ac0%22	https://preview.colorlib.com/theme/djoz/img/tours/tour-3.jpg	C:/Users/USUARIO/Documents/PROYECTOS/prueba2/preview.colorlib.com/theme/djoz/img/tours/tour-3.jpg	(from https://preview.colorlib.com/theme/djoz/tours.html)
15:45:23	64061/64061	---M--	200	added ('OK')	image/jpeg	etag:%22fa3d-5a802c5c55c40%22	https://preview.colorlib.com/theme/djoz/img/blog/blog-1.jpg	C:/Users/USUARIO/Documents/PROYECTOS/prueba2/preview.colorlib.com/theme/djoz/img/blog/blog-1.jpg	(from https://preview.colorlib.com/theme/djoz/blog.html)
15:45:23	65473/65473	---M--	200	added ('OK')	image/jpeg	etag:%22ffc1-5a802c5c55c40%22	https://preview.colorlib.com/theme/djoz/img/blog/blog-2.jpg	C:/Users/USUARIO/Documents/PROYECTOS/prueba2/preview.colorlib.com/theme/djoz/img/blog/blog-2.jpg	(from https://preview.colorlib.com/theme/djoz/blog.html)
15:45:24	65528/65528	---M--	200	added ('OK')	image/jpeg	etag:%22fff8-5a802c5d49e80%22	https://preview.colorlib.com/theme/djoz/img/blog/blog-3.jpg	C:/Users/USUARIO/Documents/PROYECTOS/prueba2/preview.colorlib.com/theme/djoz/img/blog/blog-3.jpg	(from https://preview.colorlib.com/theme/djoz/blog.html)
15:45:24	48458/48458	---M--	200	added ('OK')	image/jpeg	etag:%22bd4a-5a802c5d49e80%22	https://preview.colorlib.com/theme/djoz/img/blog/blog-4.jpg	C:/Users/USUARIO/Documents/PROYECTOS/prueba2/preview.colorlib.com/theme/djoz/img/blog/blog-4.jpg	(from https://preview.colorlib.com/theme/djoz/blog.html)
15:45:24	60476/60476	---M--	200	added ('OK')	image/jpeg	etag:%22ec3c-5a802c5e3e0c0%22	https://preview.colorlib.com/theme/djoz/img/blog/blog-5.jpg	C:/Users/USUARIO/Documents/PROYECTOS/prueba2/preview.colorlib.com/theme/djoz/img/blog/blog-5.jpg	(from https://preview.colorlib.com/theme/djoz/blog.html)
15:45:24	65480/65480	---M--	200	added ('OK')	image/jpeg	etag:%22ffc8-5a802c5e3e0c0%22	https://preview.colorlib.com/theme/djoz/img/blog/blog-6.jpg	C:/Users/USUARIO/Documents/PROYECTOS/prueba2/preview.colorlib.com/theme/djoz/img/blog/blog-6.jpg	(from https://preview.colorlib.com/theme/djoz/blog.html)
15:45:25	10061/10061	---M--	200	added ('OK')	image/jpeg	etag:%22274d-5a802c5f32300%22	https://preview.colorlib.com/theme/djoz/img/blog/br-1.jpg	C:/Users/USUARIO/Documents/PROYECTOS/prueba2/preview.colorlib.com/theme/djoz/img/blog/br-1.jpg	(from https://preview.colorlib.com/theme/djoz/blog.html)
15:45:25	8179/8179	---M--	200	added ('OK')	image/jpeg	etag:%221ff3-5a802c5f32300%22	https://preview.colorlib.com/theme/djoz/img/blog/br-2.jpg	C:/Users/USUARIO/Documents/PROYECTOS/prueba2/preview.colorlib.com/theme/djoz/img/blog/br-2.jpg	(from https://preview.colorlib.com/theme/djoz/blog.html)
15:45:25	10196/10196	---M--	200	added ('OK')	image/jpeg	etag:%2227d4-5a802c6026540%22	https://preview.colorlib.com/theme/djoz/img/blog/br-3.jpg	C:/Users/USUARIO/Documents/PROYECTOS/prueba2/preview.colorlib.com/theme/djoz/img/blog/br-3.jpg	(from https://preview.colorlib.com/theme/djoz/blog.html)
15:45:26	8804/8804	---M--	200	added ('OK')	image/jpeg	etag:%222264-5a802c6026540%22	https://preview.colorlib.com/theme/djoz/img/blog/br-4.jpg	C:/Users/USUARIO/Documents/PROYECTOS/prueba2/preview.colorlib.com/theme/djoz/img/blog/br-4.jpg	(from https://preview.colorlib.com/theme/djoz/blog.html)
15:45:26	10061/10061	---M--	200	added ('OK')	image/jpeg	etag:%22274d-5a802c958e340%22	https://preview.colorlib.com/theme/djoz/img/blog/details/blog-change.jpg	C:/Users/USUARIO/Documents/PROYECTOS/prueba2/preview.colorlib.com/theme/djoz/img/blog/details/blog-change.jpg	(from https://preview.colorlib.com/theme/djoz/blog-details.html)
15:45:26	29620/29620	---M--	200	added ('OK')	image/jpeg	etag:%2273b4-5a802c958e340%22	https://preview.colorlib.com/theme/djoz/img/blog/details/bs-1.jpg	C:/Users/USUARIO/Documents/PROYECTOS/prueba2/preview.colorlib.com/theme/djoz/img/blog/details/bs-1.jpg	(from https://preview.colorlib.com/theme/djoz/blog-details.html)
15:45:26	31514/31514	---M--	200	added ('OK')	image/jpeg	etag:%227b1a-5a802c9682580%22	https://preview.colorlib.com/theme/djoz/img/blog/details/bs-2.jpg	C:/Users/USUARIO/Documents/PROYECTOS/prueba2/preview.colorlib.com/theme/djoz/img/blog/details/bs-2.jpg	(from https://preview.colorlib.com/theme/djoz/blog-details.html)
15:45:27	29296/29296	---M--	200	added ('OK')	image/jpeg	etag:%227270-5a802c9682580%22	https://preview.colorlib.com/theme/djoz/img/blog/details/bs-3.jpg	C:/Users/USUARIO/Documents/PROYECTOS/prueba2/preview.colorlib.com/theme/djoz/img/blog/details/bs-3.jpg	(from https://preview.colorlib.com/theme/djoz/blog-details.html)
